index,Dice,IoU,Precision,Recall,aji_plus,pq,detection_f1,segmentation_quality,recognition_quality
6580,0.8748070585290559,0.7774729348954471,0.9015477214101462,0.8496070010533993,0.491106534356862,0.404911904257305,0.5263157894736842,0.7693326180888795,0.5263157894736842
6581,0.8966306233162342,0.8126296073315941,0.9308812260536399,0.8648109916708194,0.5112072355485647,0.4255030047081329,0.5263157894736842,0.8084557089454526,0.5263157894736842
6582,0.7603363700070077,0.6133408705483324,0.9748427672955975,0.6232050545663412,0.2748433303491495,0.26274290681070345,0.3076923076923077,0.8539144471347861,0.3076923076923077
6583,0.897810850566756,0.8145705762286073,0.8404341487121335,0.9635958395245171,0.6216254218222722,0.581289259164065,0.7567567567567568,0.768132235323943,0.7567567567567568
6584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6585,0.8825347758887172,0.7897648686030428,0.8530876494023905,0.9140875133404482,0.5313384553174282,0.4587474802214083,0.6153846153846154,0.7454646553597885,0.6153846153846154
6586,0.6565762004175365,0.4887334887334887,0.5068493150684932,0.9318518518518518,0.4352059925093633,0.5004179003791428,0.6,0.834029833965238,0.6
6587,0.9336454066705676,0.875548726953468,0.9007564638139325,0.9690270861168468,0.6545842217484008,0.552708220240223,0.6857142857142857,0.8060328211836586,0.6857142857142857
6588,0.8915848682033749,0.8043781094527364,0.8644140290846878,0.9205192439079937,0.5022026431718062,0.3821830720203414,0.46511627906976744,0.821693604843734,0.46511627906976744
6589,0.8795343422584401,0.784972155265564,0.8092544987146529,0.9631820499745029,0.4526693281006834,0.41166633506285877,0.5357142857142857,0.7684438254506697,0.5357142857142857
6590,0.9321548210033499,0.8729306825912767,0.9221432564082089,0.9423861596213481,0.403706230104593,0.261599744678708,0.3508771929824561,0.7455592723343178,0.3508771929824561
6591,0.7726022966197639,0.6294636974568454,0.6436270547022366,0.9662216828478964,0.3139942620337903,0.20066729432525315,0.25,0.8026691773010126,0.25
6592,0.8972902504888723,0.8137138996791082,0.8342857142857143,0.9705882352941176,0.38086665809438086,0.23523019034958556,0.3076923076923077,0.764498118636153,0.3076923076923077
6593,0.9158098183223812,0.8446948088990303,0.899741759076409,0.9324622166246851,0.5860167898759554,0.4940784101271054,0.5833333333333334,0.8469915602178949,0.5833333333333334
6594,0.9118215858124511,0.8379339030477199,0.875612454559823,0.9511546055455404,0.46021284314911115,0.3448658259318712,0.45714285714285713,0.7543939942259683,0.45714285714285713
6595,0.8895865575945169,0.8011309334182861,0.8992490613266583,0.8801294951439321,0.3733488972169319,0.2520939892633378,0.3448275862068966,0.7310725688636797,0.3448275862068966
6596,0.9094770989418398,0.8339825766697359,0.8925864160097029,0.9270193670288144,0.3766813759370514,0.26367239646890667,0.36363636363636365,0.7250990902894933,0.36363636363636365
6597,0.8397906812921405,0.723826871367855,0.7706159386831656,0.9226091763405196,0.44479219739427905,0.3151334920089045,0.44,0.7162124818384193,0.44
6598,0.8721865312907139,0.7733428935627789,0.7844674317116535,0.98199291856348,0.34986945169712796,0.2930019199441345,0.3793103448275862,0.7724596071254456,0.3793103448275862
6599,0.8948207171314742,0.809661139149243,0.8281710914454278,0.9731369150779896,0.4285303422490653,0.1880672268907563,0.2,0.9403361344537815,0.2
6600,0.972108367489753,0.9457304026453998,0.9599210266535044,0.9846091535034427,0.4970032963739886,0.31955160738433186,0.4444444444444444,0.7189911166147467,0.4444444444444444
6601,0.9129511677282378,0.83984375,0.8568840579710145,0.9768690623709211,0.7628445049336509,0.6535126764856996,0.8,0.8168908456071244,0.8
6602,0.9290193127664911,0.8674473067915691,0.9374841812199444,0.920705940840169,0.31108188096021044,0.1160135205020955,0.17391304347826086,0.6670777428870491,0.17391304347826086
6603,0.8496912923142431,0.7386637053488803,0.8588336561222294,0.8407415209606067,0.2996461429582449,0.1329394717395529,0.1935483870967742,0.6868539373210233,0.1935483870967742
6604,0.9541627689429373,0.9123434704830053,0.9558517284464806,0.9524797675866362,0.3915244431588082,0.27007356549385775,0.34782608695652173,0.7764615007948411,0.34782608695652173
6605,0.901906090190609,0.821337849280271,0.8412836079791848,0.9719438877755511,0.3722488038277512,0.29548316178299705,0.4,0.7387079044574926,0.4
6606,0.8815165876777251,0.788135593220339,0.871875,0.8913738019169329,0.35184196476241325,0.15294117647058825,0.25,0.611764705882353,0.25
6607,0.9441489361702128,0.8942065491183879,0.962059620596206,0.9268929503916449,0.3982893268873187,0.24983007557624265,0.4444444444444444,0.562117670046546,0.4444444444444444
6608,0.5287561301827909,0.3593939393939394,0.5746124031007752,0.48967795210569776,0.38235294117647056,0.48899474649831154,0.6666666666666666,0.7334921197474673,0.6666666666666666
6609,0.6626409017713365,0.4954846478025286,1.0,0.4954846478025286,0.19890601690701143,0.0,0.0,0.0,0.0
6610,0.7207572684246112,0.5634249471458774,0.7161572052401747,0.7254168084382443,0.4313200194836824,0.4274789968819331,0.5833333333333334,0.7328211375118853,0.5833333333333334
6611,0.5019685039370079,0.33508541392904073,0.6359102244389028,0.4146341463414634,0.11305007587253414,0.0,0.0,0.0,0.0
6612,0.9362800451685755,0.8801941158629056,0.9415963659961064,0.931023419955085,0.5516896120150188,0.4393979566330998,0.5714285714285714,0.7689464241079247,0.5714285714285714
6613,0.9436041739946066,0.8932297447280799,0.9393090569561158,0.9479387514723204,0.6041000564227949,0.6180064022773718,0.8421052631578947,0.733882602704379,0.8421052631578947
6614,0.9329477679378276,0.8743224932249323,0.9092830720450943,0.957877157172017,0.3889795406049956,0.28943127095183446,0.4827586206896552,0.5995362041145142,0.4827586206896552
6615,0.9210931030403408,0.8537280701754386,0.9225847223319378,0.9196062992125984,0.3578484002576766,0.2184703064037903,0.3235294117647059,0.67527185615717,0.3235294117647059
6616,0.9040524433849821,0.8249048395867319,0.8546478873239437,0.9595192915876027,0.7970005356186395,0.7176196342391085,0.8888888888888888,0.807322088518997,0.8888888888888888
6617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6618,0.9623305214985827,0.9273959978936283,0.9512524475052326,0.9736696613683483,0.3746302990469931,0.20413178611252547,0.28125,0.7258019061778683,0.28125
6619,0.9334171685750215,0.8751473782190505,0.9160171473109898,0.9514910268519768,0.4098161799010917,0.33959116568288794,0.4533333333333333,0.7490981595946058,0.4533333333333333
6620,0.9268354430379747,0.8636470865770229,0.9035044422507403,0.9514033264033264,0.49352490783627945,0.34506721753046604,0.42857142857142855,0.8051568409044209,0.42857142857142855
6621,0.6662589194699287,0.49954142464078266,0.8009803921568628,0.5703315881326353,0.31834582292533997,0.3721310736225509,0.46153846153846156,0.8062839928488602,0.46153846153846156
6622,0.8301215171228673,0.709579267652922,0.7551362215274676,0.9216407740528755,0.5017317232986989,0.4164948362731334,0.5555555555555556,0.7496907052916401,0.5555555555555556
6623,0.8414600167177487,0.7263107263107264,0.7829919626652839,0.9093646492020476,0.5897839783978398,0.599638928622543,0.8,0.7495486607781787,0.8
6624,0.8546088689586447,0.7461284148251262,0.7965818316923649,0.9217540842648323,0.6772522146080562,0.6671862833057975,0.7857142857142857,0.8491461787528333,0.7857142857142857
6625,0.7744510978043913,0.6319218241042345,0.7354985466953116,0.8177602922579739,0.5498593310409503,0.556612296023714,0.6666666666666666,0.834918444035571,0.6666666666666666
6626,0.8095139033354136,0.6799860205032618,0.7410181541195887,0.8919621026894865,0.5405949452024156,0.5010638828534585,0.6511627906976745,0.7694909629535255,0.6511627906976745
6627,0.8995698522536002,0.8174711080897349,0.9279444390855599,0.8728790490881045,0.49667390238778797,0.39617565505943686,0.5423728813559322,0.7304488640158368,0.5423728813559322
6628,0.8381789026005717,0.721435429668747,0.9349821123036242,0.759540055597675,0.46296101712724597,0.37640335696119975,0.4864864864864865,0.773718011531355,0.4864864864864865
6629,0.8584482833645185,0.7520012197911108,0.9025528410650563,0.8184533687354796,0.46853550580537556,0.3791947241441883,0.5,0.7583894482883766,0.5
